# File: A_Shareweights.csv
# Title: Shareweight Overwrites
# Units: NA
# Comments: Will write the last year forward to 2100
# Column types: cccccnnnnnnnnnnnnnnnn
# ----------
xml,region,supplysector,subsector,stub.technology,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
policy_fuelst_mkt_eu_shwts.xml,Slovenia,trn_freight_road,Medium truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Slovenia,trn_freight_road,Medium truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Slovenia,trn_freight_road,Heavy truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Slovenia,trn_freight_road,Heavy truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Car,Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Car,Hybrid Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Car,NG,0,0,0,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Spain,trn_pass_road_LDV_4W,Large Car and Truck,NG,0,0,0,0,0,0,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_pass_road_LDV_4W,Car,BEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_pass_road_LDV_4W,Large Car and Truck,BEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_pass_road_LDV_4W,Car,FCEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Light truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Light truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Medium truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Medium truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Heavy truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Spain,trn_freight_road,Heavy truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Car,Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Car,Hybrid Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Car,NG,0,0,0,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,,,,0,0,0,,,,,,,,,,
policy_4Wfuel_po_eu.xml,Sweden,trn_pass_road_LDV_4W,Large Car and Truck,NG,0,0,0,0,0,0,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_pass_road_LDV_4W,Car,BEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_pass_road_LDV_4W,Large Car and Truck,BEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_pass_road_LDV_4W,Car,FCEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_pass_road_LDV_4W,Large Car and Truck,FCEV,0.75,1,1,,,,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Light truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Light truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Medium truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Medium truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Heavy truck,BEV,1,1,1,1,1,1,,,,,,,,,,
policy_fuelst_mkt_eu_shwts.xml,Sweden,trn_freight_road,Heavy truck,FCEV,1,1,1,1,1,1,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Germany,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Germany,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Austria,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Austria,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Belgium,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Belgium,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Bulgaria,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Bulgaria,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Croatia,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Croatia,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Cyprus,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Cyprus,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Czech Republic,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Czech Republic,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Denmark,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Denmark,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Estonia,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Estonia,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Finland,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Finland,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,France,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,France,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Greece,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Greece,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Hungary,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Hungary,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Ireland,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Ireland,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Latvia,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Latvia,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Italy,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Italy,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Lithuania,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Lithuania,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Luxembourg,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Luxembourg,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Malta,subpeak generation,coal (conv pul)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalcogenPhaseout_eu.xml,Malta,other industrial energy use,coal,coal cogen_grid,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,base load generation,coal (IGCC)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,base load generation,coal (conv pul)_base,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,intermediate generation,coal (IGCC)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,intermediate generation,coal (conv pul)_int,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,peak generation,coal (IGCC)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,peak generation,coal (conv pul)_peak,,0,0,0,0,0,0,,,,,,,,,,
policy_coalPhaseout_eu.xml,Netherlands,subpeak generation,coal (IGCC)_subpeak,,0,0,0,0,0,0,,,,,,,,,,
